Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14
133, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 9, 6, 6
134, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 10, 6, 6
135, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 11, 6, 6
136, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 12, 6, 6
137, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 12, 6, 6
138, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 12, 6, 6
139, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 12, 6, 6
140, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 12, 6, 6
141, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 4, 4, 12, 6, 6
142, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 5, 4, 12, 6, 6
143, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 5, 4, 12, 6, 6
144, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 5, 4, 12, 6, 6
145, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 6, 4, 12, 6, 6
146, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 6, 4, 12, 6, 6
147, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 6, 4, 12, 6, 6
148, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 6, 4, 12, 6, 6
149, 1, 2, 4, 6, 5, 6, 5, 1, 4, 5, 6, 4, 12, 6, 6
150, 1, 2, 4, 6, 5, 7, 5, 1, 4, 5, 6, 4, 12, 6, 6
151, 1, 2, 4, 6, 5, 8, 5, 1, 4, 5, 6, 4, 12, 6, 6
152, 1, 2, 4, 6, 5, 8, 5, 1, 4, 5, 6, 4, 13, 6, 6
153, 1, 2, 4, 6, 5, 9, 5, 1, 4, 5, 6, 4, 13, 6, 6
154, 1, 2, 4, 6, 5, 9, 5, 1, 4, 5, 6, 4, 13, 6, 6
155, 1, 2, 4, 6, 5, 9, 5, 1, 4, 5, 6, 4, 13, 6, 6
156, 1, 2, 4, 6, 5, 9, 5, 1, 4, 5, 6, 4, 13, 6, 6
157, 1, 2, 4, 6, 5, 9, 5, 1, 4, 5, 6, 4, 13, 6, 6
158, 1, 2, 4, 6, 5, 9, 5, 1, 4, 5, 6, 4, 13, 6, 6
159, 1, 2, 4, 7, 5, 9, 5, 1, 4, 5, 6, 4, 13, 6, 6
160, 1, 2, 4, 7, 5, 9, 5, 1, 4, 5, 6, 5, 13, 6, 6
161, 1, 2, 4, 7, 5, 9, 5, 1, 4, 5, 6, 5, 13, 6, 6
162, 1, 2, 4, 7, 5, 9, 5, 1, 4, 5, 6, 5, 13, 6, 6
163, 1, 2, 4, 7, 5, 9, 5, 1, 4, 5, 6, 5, 13, 6, 6
164, 1, 2, 4, 7, 5, 9, 5, 1, 4, 5, 6, 5, 13, 6, 6
165, 1, 2, 4, 7, 5, 9, 5, 1, 4, 6, 6, 5, 13, 6, 6
166, 1, 2, 4, 7, 5, 9, 5, 1, 4, 6, 6, 5, 13, 6, 6
167, 1, 2, 4, 7, 5, 9, 5, 1, 4, 6, 6, 5, 13, 6, 6
168, 1, 2, 4, 7, 5, 9, 5, 1, 4, 6, 6, 6, 13, 6, 6
169, 1, 2, 4, 7, 5, 9, 5, 1, 4, 6, 6, 6, 13, 6, 6
170, 1, 2, 4, 7, 5, 9, 6, 1, 4, 6, 6, 6, 13, 6, 6
171, 1, 2, 4, 7, 5, 9, 6, 1, 4, 6, 6, 6, 13, 6, 6
172, 1, 2, 4, 7, 5, 9, 6, 1, 4, 6, 6, 6, 13, 6, 6
173, 1, 2, 4, 7, 5, 9, 6, 1, 4, 6, 6, 6, 13, 6, 6
174, 1, 2, 4, 7, 5, 9, 6, 1, 4, 6, 6, 6, 13, 6, 6
175, 1, 2, 4, 7, 5, 9, 6, 1, 5, 7, 6, 6, 13, 6, 6
176, 1, 2, 4, 7, 5, 9, 6, 1, 5, 7, 6, 6, 13, 6, 6
177, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
178, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
179, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
180, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
181, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
182, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
183, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
184, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
185, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 6
186, 1, 2, 4, 7, 5, 9, 6, 2, 5, 7, 7, 6, 13, 6, 7
187, 1, 2, 4, 7, 5, 9, 6, 3, 5, 7, 7, 6, 13, 6, 7
188, 1, 2, 4, 7, 5, 9, 6, 3, 5, 7, 7, 6, 13, 6, 7
189, 1, 2, 4, 7, 5, 9, 6, 3, 5, 7, 7, 6, 13, 6, 7
190, 1, 2, 4, 7, 5, 9, 6, 3, 5, 7, 7, 6, 13, 6, 7
191, 1, 2, 4, 7, 5, 9, 6, 3, 5, 7, 7, 6, 13, 6, 7
192, 1, 2, 4, 7, 5, 9, 6, 3, 5, 8, 7, 6, 13, 6, 7
193, 1, 2, 4, 7, 5, 9, 6, 3, 5, 8, 7, 6, 13, 6, 7
194, 1, 2, 4, 7, 5, 9, 6, 3, 5, 8, 7, 6, 13, 6, 7
195, 1, 2, 4, 7, 5, 9, 6, 3, 6, 8, 7, 6, 13, 6, 7
196, 1, 2, 4, 7, 5, 9, 6, 3, 6, 9, 7, 6, 13, 6, 7
197, 1, 2, 4, 7, 5, 9, 6, 3, 6, 10, 7, 6, 13, 6, 7
198, 1, 2, 4, 7, 5, 9, 6, 3, 6, 10, 7, 6, 13, 6, 7
199, 1, 3, 4, 7, 5, 9, 6, 3, 6, 10, 7, 6, 13, 6, 7
200, 1, 3, 4, 7, 5, 9, 6, 3, 6, 10, 7, 6, 13, 6, 7
201, 1, 3, 4, 7, 5, 9, 6, 3, 6, 11, 7, 6, 13, 6, 7
202, 1, 3, 4, 7, 5, 9, 6, 3, 6, 11, 7, 6, 13, 6, 7
203, 1, 4, 4, 7, 5, 9, 6, 3, 6, 11, 7, 6, 13, 6, 7
204, 1, 4, 4, 7, 5, 9, 6, 3, 6, 11, 7, 6, 13, 6, 7
205, 1, 4, 4, 7, 5, 9, 6, 3, 6, 11, 7, 6, 13, 6, 7
206, 1, 4, 4, 7, 5, 9, 6, 3, 6, 11, 7, 6, 13, 6, 7
207, 1, 4, 4, 7, 5, 9, 6, 3, 6, 12, 7, 6, 13, 6, 7
208, 1, 4, 4, 7, 5, 9, 6, 3, 6, 13, 7, 6, 13, 6, 7
209, 1, 4, 4, 7, 5, 9, 6, 3, 6, 14, 7, 6, 13, 6, 7
210, 1, 4, 4, 7, 5, 9, 6, 3, 6, 14, 7, 6, 13, 6, 7
211, 1, 4, 4, 7, 5, 9, 6, 3, 6, 14, 7, 6, 13, 6, 7
212, 1, 4, 4, 7, 5, 9, 6, 3, 6, 14, 7, 6, 13, 6, 7
213, 1, 4, 4, 7, 5, 9, 6, 3, 6, 14, 7, 6, 13, 6, 7
214, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
215, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
216, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
217, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
218, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
219, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
220, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
221, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
222, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 6, 13, 6, 7
223, 1, 4, 4, 7, 5, 9, 6, 3, 7, 14, 7, 7, 13, 6, 7
224, 1, 4, 4, 7, 5, 9, 6, 3, 8, 14, 7, 7, 13, 6, 7
225, 1, 4, 4, 7, 5, 9, 6, 3, 8, 14, 7, 8, 13, 6, 7
226, 1, 4, 4, 7, 5, 9, 6, 3, 8, 14, 7, 8, 13, 6, 7
227, 1, 4, 4, 7, 5, 9, 6, 3, 8, 14, 7, 8, 13, 6, 7
228, 1, 4, 4, 7, 5, 9, 6, 3, 8, 14, 7, 8, 13, 6, 7
229, 1, 4, 4, 7, 5, 10, 6, 3, 8, 14, 7, 8, 13, 6, 7
230, 1, 4, 4, 7, 5, 10, 6, 3, 8, 14, 7, 8, 13, 6, 7
231, 1, 4, 4, 7, 6, 11, 6, 3, 8, 14, 7, 8, 13, 6, 7
232, 1, 4, 4, 7, 6, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
233, 1, 4, 4, 7, 6, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
234, 1, 4, 4, 7, 6, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
235, 1, 4, 4, 7, 6, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
236, 1, 4, 4, 7, 6, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
237, 1, 4, 4, 7, 6, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
238, 1, 4, 4, 7, 7, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
239, 1, 4, 4, 7, 7, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
240, 1, 4, 4, 7, 8, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
241, 1, 4, 4, 7, 8, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
242, 1, 4, 4, 7, 8, 12, 6, 3, 8, 14, 7, 8, 13, 6, 7
243, 1, 4, 4, 7, 8, 12, 7, 3, 8, 14, 7, 8, 13, 6, 7
244, 1, 4, 4, 7, 8, 12, 7, 3, 8, 15, 7, 8, 13, 6, 7
245, 1, 4, 4, 7, 8, 12, 7, 4, 8, 16, 7, 8, 13, 6, 7
246, 1, 4, 4, 7, 8, 12, 7, 4, 8, 17, 7, 8, 13, 6, 7
247, 1, 4, 4, 7, 8, 12, 7, 4, 8, 17, 7, 8, 13, 6, 7
248, 1, 4, 4, 7, 8, 12, 7, 4, 8, 17, 7, 8, 13, 6, 7
249, 1, 4, 4, 7, 8, 12, 7, 4, 8, 17, 7, 8, 13, 6, 7
250, 1, 4, 4, 7, 8, 12, 7, 5, 8, 17, 7, 8, 13, 6, 7
251, 1, 4, 4, 7, 8, 12, 7, 5, 8, 17, 7, 8, 13, 6, 7
252, 1, 4, 4, 7, 8, 12, 7, 6, 8, 17, 7, 8, 13, 6, 7
253, 1, 4, 4, 7, 8, 12, 7, 7, 8, 17, 7, 8, 13, 6, 7
254, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 7
255, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 7
256, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 7
257, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 7
258, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 7
259, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 8
260, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 8
261, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 8
262, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 8
263, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 8
264, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 8
265, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 8
266, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 9
267, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 9
268, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 9
269, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 9
270, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 9
271, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 9
272, 1, 4, 4, 7, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 10
273, 1, 4, 4, 8, 8, 12, 7, 8, 8, 17, 7, 8, 13, 6, 11
274, 1, 4, 4, 8, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
275, 1, 4, 4, 9, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
276, 1, 4, 4, 10, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
277, 1, 4, 4, 10, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
278, 1, 4, 4, 10, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
279, 1, 4, 4, 11, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
280, 1, 4, 4, 11, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
281, 1, 4, 4, 12, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
282, 1, 5, 4, 12, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
283, 1, 5, 4, 13, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
284, 1, 5, 4, 13, 8, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
285, 1, 6, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
286, 1, 6, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
287, 1, 7, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
288, 1, 7, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
289, 1, 7, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
290, 1, 7, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
291, 1, 7, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
292, 1, 7, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
293, 1, 7, 4, 14, 9, 12, 7, 8, 8, 17, 8, 8, 13, 6, 11
