Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29
0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
3, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
4, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
5, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
6, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
7, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
8, 1, 1, 0, 1, 1, 0, 1, 1, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 2, 0, 1, 1, 1, 1
9, 1, 1, 0, 1, 1, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1
10, 1, 1, 0, 1, 1, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1
11, 1, 1, 0, 1, 1, 0, 1, 1, 1, 2, 1, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1
12, 1, 1, 0, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1
13, 1, 1, 0, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1
14, 1, 1, 0, 1, 1, 0, 1, 2, 2, 2, 1, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1
15, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1
16, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1
17, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2
18, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2
19, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2
20, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2
21, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2
22, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2
23, 1, 2, 2, 1, 3, 3, 1, 2, 3, 2, 2, 2, 0, 2, 2, 1, 2, 3, 2, 1, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2
24, 1, 2, 2, 1, 3, 3, 1, 2, 3, 2, 2, 2, 0, 2, 2, 1, 2, 3, 2, 1, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2
25, 1, 2, 2, 2, 3, 3, 1, 2, 3, 2, 2, 2, 0, 2, 2, 1, 2, 3, 2, 1, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2
26, 3, 3, 2, 2, 4, 4, 1, 2, 3, 2, 2, 2, 0, 3, 2, 1, 3, 4, 2, 1, 2, 3, 3, 3, 3, 2, 2, 3, 3, 2
27, 3, 3, 3, 2, 4, 4, 1, 2, 4, 2, 3, 2, 0, 3, 2, 1, 3, 4, 2, 1, 2, 3, 3, 3, 4, 2, 3, 3, 3, 2
28, 3, 3, 3, 2, 4, 4, 1, 2, 4, 2, 3, 2, 0, 3, 2, 1, 3, 4, 2, 1, 2, 3, 4, 3, 4, 3, 3, 3, 3, 2
29, 3, 3, 3, 2, 4, 4, 1, 2, 4, 2, 3, 2, 0, 3, 2, 1, 3, 4, 2, 1, 2, 3, 4, 3, 4, 3, 3, 3, 3, 2
30, 3, 3, 3, 2, 4, 4, 1, 2, 4, 2, 3, 2, 0, 3, 2, 2, 4, 4, 3, 1, 2, 3, 4, 3, 4, 3, 3, 3, 3, 2
31, 3, 3, 3, 2, 4, 4, 1, 3, 4, 2, 3, 2, 0, 3, 2, 4, 4, 4, 3, 2, 2, 3, 4, 3, 4, 3, 3, 3, 3, 2
32, 3, 3, 3, 3, 4, 4, 1, 3, 4, 2, 3, 2, 0, 4, 2, 4, 4, 4, 3, 2, 2, 3, 4, 3, 4, 3, 3, 3, 4, 2
33, 3, 3, 3, 3, 4, 4, 2, 3, 4, 2, 3, 2, 1, 4, 2, 4, 4, 5, 3, 3, 2, 3, 4, 3, 4, 3, 3, 3, 5, 2
34, 3, 3, 3, 3, 5, 4, 2, 3, 4, 2, 3, 2, 1, 4, 3, 4, 4, 5, 3, 3, 2, 3, 4, 3, 4, 4, 4, 3, 5, 2
35, 3, 3, 3, 3, 5, 4, 2, 3, 4, 2, 3, 2, 1, 4, 3, 4, 4, 5, 3, 3, 2, 3, 4, 3, 4, 4, 4, 4, 5, 2
36, 3, 3, 3, 3, 6, 4, 4, 4, 4, 2, 3, 2, 1, 4, 3, 4, 4, 5, 3, 3, 2, 3, 4, 3, 4, 4, 4, 4, 5, 2
37, 3, 3, 3, 3, 6, 4, 5, 4, 4, 2, 3, 2, 1, 4, 3, 4, 4, 5, 3, 3, 2, 3, 5, 3, 4, 6, 4, 5, 5, 2
38, 3, 3, 3, 3, 6, 4, 6, 5, 4, 2, 3, 2, 1, 4, 3, 4, 4, 5, 3, 3, 2, 3, 6, 3, 4, 7, 5, 5, 5, 2
39, 3, 3, 3, 3, 6, 4, 6, 5, 4, 2, 3, 2, 1, 4, 4, 5, 4, 6, 4, 3, 2, 3, 6, 3, 4, 9, 6, 5, 5, 2
40, 3, 3, 3, 3, 6, 5, 6, 5, 4, 2, 3, 2, 1, 4, 5, 5, 4, 6, 5, 3, 2, 3, 6, 3, 4, 10, 6, 5, 5, 2
41, 3, 3, 3, 3, 6, 5, 6, 5, 4, 2, 3, 3, 2, 4, 6, 5, 4, 6, 5, 3, 2, 3, 6, 3, 4, 10, 7, 5, 5, 2
42, 3, 4, 3, 3, 6, 5, 6, 5, 4, 2, 3, 3, 2, 4, 6, 5, 4, 6, 5, 3, 2, 3, 6, 3, 4, 11, 7, 5, 5, 2
43, 3, 4, 3, 3, 6, 5, 6, 6, 4, 2, 3, 3, 2, 4, 6, 6, 4, 6, 5, 3, 2, 3, 6, 3, 4, 12, 7, 5, 5, 2
44, 3, 4, 3, 5, 6, 5, 6, 7, 5, 2, 3, 3, 2, 4, 6, 7, 4, 6, 5, 3, 2, 3, 6, 3, 4, 12, 7, 5, 5, 2
45, 3, 4, 3, 5, 6, 5, 6, 7, 5, 2, 3, 3, 3, 4, 6, 7, 4, 7, 5, 3, 2, 3, 6, 3, 4, 13, 7, 5, 5, 2
46, 3, 4, 3, 5, 6, 5, 6, 7, 5, 2, 3, 3, 4, 4, 6, 7, 4, 8, 5, 3, 2, 3, 6, 3, 4, 13, 7, 5, 5, 2
47, 3, 4, 3, 5, 6, 5, 6, 7, 5, 2, 3, 3, 5, 4, 6, 8, 4, 8, 5, 3, 2, 3, 6, 3, 4, 13, 7, 5, 5, 2
48, 3, 4, 3, 5, 6, 5, 6, 7, 5, 2, 3, 3, 5, 4, 6, 8, 4, 8, 5, 3, 2, 3, 6, 4, 4, 13, 7, 5, 5, 2
49, 3, 4, 3, 5, 6, 5, 6, 7, 5, 2, 3, 3, 5, 4, 6, 9, 4, 8, 5, 3, 2, 3, 6, 4, 4, 14, 8, 5, 6, 2
50, 3, 4, 4, 5, 6, 5, 6, 7, 6, 2, 3, 3, 5, 4, 6, 9, 4, 8, 5, 3, 2, 3, 6, 4, 4, 14, 8, 5, 6, 2
51, 3, 4, 4, 5, 6, 5, 6, 7, 8, 2, 3, 3, 5, 4, 6, 9, 4, 9, 6, 3, 2, 3, 6, 4, 4, 14, 8, 5, 6, 2
52, 3, 4, 4, 5, 6, 5, 6, 7, 8, 3, 3, 3, 5, 4, 6, 9, 4, 9, 6, 3, 2, 3, 6, 4, 4, 14, 8, 5, 6, 2
53, 3, 4, 4, 5, 6, 5, 6, 7, 8, 3, 3, 3, 5, 4, 6, 9, 4, 10, 6, 3, 3, 3, 6, 4, 4, 14, 8, 5, 6, 2
54, 3, 4, 4, 5, 6, 5, 6, 7, 9, 3, 3, 3, 5, 4, 6, 9, 4, 10, 8, 3, 3, 3, 6, 5, 4, 14, 8, 5, 7, 2
55, 3, 4, 4, 5, 6, 5, 6, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 10, 8, 3, 3, 3, 6, 6, 4, 14, 8, 5, 7, 2
56, 3, 4, 4, 5, 6, 5, 6, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 10, 8, 3, 3, 3, 6, 7, 4, 14, 8, 5, 7, 3
57, 3, 4, 4, 5, 6, 5, 7, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 11, 9, 3, 3, 4, 6, 8, 4, 14, 8, 5, 8, 3
58, 3, 4, 4, 5, 7, 5, 7, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 11, 9, 3, 3, 4, 6, 8, 4, 14, 8, 5, 10, 3
59, 3, 4, 4, 5, 7, 5, 7, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 11, 9, 3, 3, 4, 6, 9, 4, 14, 8, 5, 12, 3
60, 3, 4, 4, 5, 7, 5, 7, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 11, 9, 5, 3, 4, 6, 9, 4, 14, 8, 5, 13, 3
61, 3, 4, 4, 5, 7, 5, 7, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 11, 9, 6, 3, 4, 9, 9, 4, 14, 8, 6, 14, 3
62, 3, 4, 4, 5, 7, 5, 7, 7, 9, 3, 3, 3, 5, 5, 6, 9, 4, 12, 9, 9, 3, 4, 9, 10, 4, 14, 8, 6, 14, 3
63, 3, 4, 4, 5, 7, 5, 8, 7, 9, 3, 3, 3, 5, 5, 6, 9, 5, 12, 9, 10, 3, 4, 9, 13, 4, 14, 8, 6, 16, 3
64, 3, 4, 4, 5, 7, 5, 8, 7, 9, 4, 3, 3, 5, 5, 6, 9, 6, 12, 9, 10, 3, 4, 9, 14, 4, 14, 8, 6, 16, 3
65, 3, 4, 4, 5, 7, 5, 8, 7, 9, 4, 3, 3, 5, 5, 6, 9, 7, 13, 9, 10, 3, 4, 9, 14, 4, 14, 8, 6, 16, 3
